seller_id,recency_max,recency_min,frequency,monetary_value,review_score,cluster_id,cluster_name
05e107217c7266362fd44b75b2cd4cc4,8,60,5,55.077999999999996,4.2,2,Cows
05f51e13da97139648b8125c31e5f51b,159,414,57,262.96421052631575,4.228070175438597,0,Opportunities
05feb94f19d094d4b0f9281f0b1d4c99,191,380,6,1675.006666666667,4.5,0,Opportunities
05ff92fedb5be47920fea08e501238b9,21,693,57,403.22578947368424,4.315789473684211,2,Cows
062c325cd6a2b87845fab56b4ec2eeae,27,114,2,78.53999999999999,5.0,1,Dogs
062ce95fa2ad4dfaedfc79260130565f,353,579,54,165.9253703703703,4.092592592592593,0,Opportunities
06532f10282704ef4c69168b914b77be,375,544,7,1494.392857142857,4.714285714285714,0,Opportunities
06579cb253ecd5a3a12a9e6eb6bf8f47,17,390,61,99.77459016393446,4.131147540983607,2,Cows
066a6914e1ebf3ea95a216c73a986b91,19,691,66,163.42924242424237,4.090909090909091,2,Cows
0691148aee60ca47977c187804f935ae,2,277,47,166.8374468085106,4.180851063829787,2,Cows
0692610d8abe24f287e9fae90ea0bbee,6,88,4,51.42999999999999,4.0,2,Cows
06a2c3af7b3aee5d69171b0e14f0ee87,7,222,389,124.03892030848328,3.992287917737789,2,Cows
06bb3a2fe5e7b7a845b13e8fb91bd944,55,352,17,109.54882352941175,4.588235294117647,2,Cows
06df0c10d34e459d9672bc77388742eb,22,166,26,369.06807692307706,4.346153846153846,2,Cows
06e5eefc71ec47ae763c5c6f8db7064f,6,490,90,267.68366666666674,3.9444444444444446,2,Cows
07017df32dc5f2f1d2801e579548d620,30,538,8,141.02999999999997,4.0,2,Cows
070d165398b553f3b4b851c216b8a358,13,370,31,148.68161290322578,3.2903225806451615,2,Cows
0725b8c0f3f906e58f70cbe76b7c748c,21,585,16,191.18687500000001,3.65625,2,Cows
0743a0239d764b9a0f959a57d07e36ab,24,36,4,100.805,4.75,1,Dogs
0747d5bb69f0586cc869d8af4c50f93e,452,692,12,42.02,3.75,1,Dogs
0761743cbffb25d7148189e9f1a5f03a,207,272,3,109.13333333333334,4.666666666666667,1,Dogs
077c5fae4bea9500e3737b16f71b9d3a,68,344,4,44.309999999999995,4.5,1,Dogs
0791d9fc1e30678ecf03d3e55fa108d3,35,106,5,205.8,4.0,0,Opportunities
079d295dcbf06ee8bb1b65ba964eb2b6,19,65,5,108.01799999999999,4.6,2,Cows
07a9bc7f61396b658ddf3ac534efe44c,429,429,1,135.49,3.5,1,Dogs
07bf9669d84d1f11be443a9dd938f698,63,538,18,134.56777777777776,3.7222222222222223,2,Cows
07d75e33f2750d97d467fb57e4dfdd8a,114,176,2,379.795,2.5,0,Opportunities
07de60b03d150fb3ea09eab5da5e4c8b,10,209,9,104.19444444444444,4.333333333333333,2,Cows
07e8e8fc5222bb358e6f259da3197074,20,189,2,37.43,4.0,1,Dogs
080102cd0a76b09e0dcf55fcacc60e05,2,402,122,64.4395081967213,4.516393442622951,2,Cows
080199a181c46c657dc5aa235411be3b,5,343,79,196.77063291139243,4.620253164556962,2,Cows
08061dc0fc165ed41288cc7acde738ee,288,524,4,45.555,4.5,1,Dogs
08084d990eb3f53af056ccbc1730c8a7,14,202,12,66.33166666666666,4.166666666666667,2,Cows
081acf3de680d554796c9cf041be7bc2,97,275,4,486.3625,3.25,0,Opportunities
082e0bf4cb865a6533b1e8e498cc0255,12,304,11,278.57545454545453,3.272727272727273,2,Cows
085f6f7e049c996695fb2074fe38d45e,118,184,6,72.66000000000001,4.0,1,Dogs
08633c14ef2db992c11f840f04fad4cd,5,259,74,129.25527027027027,4.364864864864865,2,Cows
0873d9f8f36123f8d910f4760e788cfb,15,113,6,1260.8016666666667,3.1666666666666665,0,Opportunities
0885aaf116795758dfeb5f1032487bcd,9,257,27,130.69296296296295,4.2592592592592595,2,Cows
0887a9f087bcd5d9f6642b52f897fc6c,389,572,12,155.19583333333333,4.416666666666667,0,Opportunities
08ad4ac1388e4420ca531c3edfc46198,10,78,6,57.98666666666666,2.8333333333333335,2,Cows
08cdbae123ff67ca4e36d9d641ce0119,30,190,4,1048.865,3.25,0,Opportunities
08d0949a9a17c027262db1f3c450c26c,6,373,12,58.294999999999995,3.7083333333333335,2,Cows
08d1c9478fb0d7d7fcac9c0da4e82fc7,78,78,1,605.57,5.0,0,Opportunities
08d2d642cf72b622b14dde1d2f5eb2f5,266,562,16,75.9475,4.3125,1,Dogs
08f5819815f3d06545011850bd70f0a8,16,69,3,174.27666666666667,4.666666666666667,0,Opportunities
091065b789659bc3cd9af9cb3a6253ff,222,318,2,722.185,3.5,0,Opportunities
0936e1837d0c79253456bbb2ffaaef10,504,504,1,70.02,5.0,1,Dogs
093805f8f2aeb63881444571e1f48f30,211,362,22,70.89681818181818,4.181818181818182,1,Dogs
094ced053e257ae8cae57205592d6712,30,146,19,111.69789473684214,4.052631578947368,2,Cows
0951a6e282947e09cd47969f4ed0b47f,2,34,7,82.90285714285714,4.857142857142857,2,Cows
09883d9ab71c8fe8a9bfc7fc3075b07e,283,490,4,82.52250000000001,4.0,1,Dogs
099095b050cfe8eb1ddff5317587e96e,15,256,16,356.620625,3.375,2,Cows
09bad886111255c5b5030314fc7f1a4a,1,20,5,112.072,5.0,2,Cows
09f952a5f58d2285b0372551ae8f9b01,4,348,50,292.45880000000005,3.84,2,Cows
0a198e95d32b1be2da9424c962a6ebfa,77,77,1,86.67,5.0,1,Dogs
0a82f5fb06a4fe4ac2cf7cb412ec71b8,151,207,2,242.4,5.0,0,Opportunities
0a85ebe4e328db81ac9109781205e2f7,4,110,12,77.20166666666665,4.583333333333333,2,Cows
0aa2205ca24f113f4658a5c536667426,14,133,4,247.025,4.0,0,Opportunities
0ac4201fda2c68ebc0e47cb9423cf3c9,73,436,13,146.98999999999998,4.230769230769231,2,Cows
0ad80de75c811326389cfb1daba7d45e,235,314,6,260.7866666666667,4.833333333333333,0,Opportunities
0adac9fbd9a2b63cccaac4f8756c1ca8,12,583,106,176.24367924528306,4.09433962264151,2,Cows
0ade5cc4a305ed7093a23f68ca47519c,220,278,2,100.635,5.0,1,Dogs
0aea4c6ae1505b3228ddf3dd7822ee5b,121,323,8,197.4575,3.875,0,Opportunities
0af2ab31141893d26aca5a404a537dab,5,5,1,74.51,5.0,1,Dogs
0af977692321d895349eded183341d28,8,150,2,138.61,4.5,2,Cows
0afccdb8a34ee5c79f7c06faf2b4d56e,144,511,24,64.87875,3.9583333333333335,1,Dogs
0b09101900100c0e9d312861fad5a1b9,579,579,1,206.65,4.0,0,Opportunities
0b0ddbc7b9d9584f442c7ac92b0ff6c9,85,151,3,516.88,4.666666666666667,0,Opportunities
0b18d63d0cd1d723567903fd34a07df2,77,505,9,216.00333333333333,4.777777777777778,0,Opportunities
0b1ca3ef18a63d7eb0c8897fa0849c08,139,139,1,62.87,5.0,1,Dogs
0b35c634521043bf4b47e21547b99ab5,17,265,50,328.0196000000001,3.36,2,Cows
0b36063d5818f81ccb94b54adfaebbf5,575,575,1,783.0,5.0,0,Opportunities
0b3f27369a4d8df98f7eb91077e438ac,279,288,2,85.695,4.0,1,Dogs
0b46f784306be7200ca1700aa55d819f,528,528,1,30.86,5.0,1,Dogs
0b64bcdb0784abc139af04077d49a20e,47,144,4,51.4525,4.75,1,Dogs
0b90b6df587eb83608a64ea8b390cf07,12,309,163,202.1170552147239,4.015337423312883,2,Cows
0bae85eb84b9fb3bd773911e89288d54,7,483,136,80.97544117647055,4.294117647058823,2,Cows
0bb27263628258b8111a0262769fa9db,514,514,1,33.16,5.0,1,Dogs
0bb738e4d789e63e2267697c42d35a2d,108,574,28,91.82500000000002,4.642857142857143,2,Cows
0be8ff43f22e456b4e0371b2245e4d01,0,477,156,90.6907692307693,4.032051282051282,2,Cows
0bebbb2cea103a4a020c95d43fd7d754,1,59,9,168.26000000000002,4.888888888888889,2,Cows
0bf0150d5b9d60d9cd2906003332f085,46,558,39,176.2141025641026,3.769230769230769,2,Cows
0bfd0b434243adc5c2e1aa6baf19c6aa,206,309,6,82.85666666666667,3.6666666666666665,1,Dogs
0c7533c71df861ec58ad7ff999ed0e8d,32,413,61,68.57000000000002,4.147540983606557,2,Cows
0c7f30ae9b147eca07affbef92832a6a,498,544,5,113.422,5.0,1,Dogs
0c8380b62e38e8a1e6adbeba7eb9688c,8,693,180,123.65594444444434,4.05,2,Cows
0cab2da43793a6f3c5ed8514c5f54627,33,110,3,122.3,5.0,1,Dogs
0cbcee27c791afa0cdcb08587a2013a8,45,542,37,157.7751351351351,4.0,2,Cows
0d33a55da925bbf1ff02af5f6059fc7f,28,293,22,49.430454545454545,4.454545454545454,2,Cows
0d4c8269e7f0401201794deef160edd6,294,315,3,297.3433333333333,3.6666666666666665,0,Opportunities
0d83f8e03188682112cc0d93523705cc,219,288,4,205.14249999999998,3.75,0,Opportunities
0d85bbda9889ce1f7e63778d24f346eb,155,524,51,126.85686274509804,4.137254901960785,2,Cows
0daf5180aa44356f60f8effa533b55a2,9,30,2,91.815,5.0,1,Dogs
0db783cfcd3b73998abc6e10e59a102f,143,689,131,86.71908396946566,4.206106870229007,2,Cows
0dd184061fb0eaa7ca37932c68ab91c5,13,267,161,152.97993788819878,4.012422360248447,2,Cows
0ddefe3c7a032b91f4e25b9c3a08fca1,5,138,9,61.43333333333333,4.555555555555555,2,Cows
0df3984f9dfb3d49ac6366acbd3bbb85,72,535,86,135.46441860465112,4.383720930232558,2,Cows
0dfbed20065e425d2eaefb101f9816c0,85,108,3,44.53333333333333,2.6666666666666665,1,Dogs
0e44d110fa6a54e121cb2c095a77762f,77,390,6,48.89666666666667,4.333333333333333,1,Dogs
0e72c1a751b496722a6cb1f10653b62a,29,110,3,64.03333333333335,4.666666666666667,1,Dogs
0e982cff76cc0579f632cea8a0e38c9d,148,337,6,190.77999999999997,4.333333333333333,0,Opportunities
0ea22c1cfbdc755f86b9b54b39c16043,6,691,234,68.13200854700851,4.3760683760683765,2,Cows
0eaa7e33d73809f1f925f7d07c506cbd,1,506,15,116.46000000000001,4.6,2,Cows
0ebd97a106433a45a4aebe57c1799778,46,470,31,125.15225806451615,4.483870967741935,2,Cows
0ec28cec4046a4a199b6de9b4c891d97,104,128,3,117.54666666666667,5.0,1,Dogs
0ed6ce5d87fd9c69eaacaeb778d67235,8,327,42,64.22142857142862,4.309523809523809,2,Cows
0ee4fb99ac55ffbbc98795aa01b7f8fa,485,485,1,70.93,5.0,1,Dogs
0ef83d7d83ed97cd2a0049ac8be5f88a,1,278,48,123.28979166666669,4.083333333333333,2,Cows
0f0c984a4a955310903b6b6008660bad,94,126,4,120.345,3.75,1,Dogs
0f519b0d2e5eb2227c93dd25038bfc01,579,579,1,102.9,5.0,1,Dogs
0f7eea709efdf942b5f95c7516dbacd7,108,145,3,80.02,4.0,1,Dogs
0f80a40c312b2472dca482cf50f5186f,7,7,1,150.0,3.0,0,Opportunities
0f94588695d71662beec8d883ffacf09,546,546,1,27.59,5.0,1,Dogs
0fe2d9733ed841eb064503920015a8c0,50,106,3,166.11666666666667,4.666666666666667,0,Opportunities
0ff83046c3fa22efee8ecf291888b191,149,514,10,102.337,4.8,1,Dogs
0ffa40d54288e4f3499b8780dd0f144f,110,231,33,83.22636363636362,4.484848484848484,2,Cows
10076e5788b8ee532724bcd460baf762,35,474,23,54.81391304347826,4.565217391304348,2,Cows
10089e9f2fd0c668a8fd4e52e1698888,288,534,3,399.77,4.333333333333333,0,Opportunities
101a3a003516bc11253298b2fad3cb65,33,68,5,104.8,4.8,1,Dogs
1025f0e2d44d7041d6cf58b6550e0bfa,3,416,910,194.16000000000008,3.9923076923076923,2,Cows
10264f60a8f0a4d2f30810f5c661c673,20,70,4,81.615,5.0,1,Dogs
1099a00e0ee3a50935e6c2447ca090c5,238,292,3,303.61,3.6666666666666665,0,Opportunities
10cdd491d1dbea8fb4ead97b19c334ce,35,63,3,95.92,5.0,1,Dogs
10ff823eda2b032e2c93d17a7d294736,145,440,8,161.60750000000002,4.25,0,Opportunities
112453736dbe3889cfb74e1aaa0ba0c1,10,77,7,307.8242857142858,4.142857142857143,2,Cows
1127b7f2594683f2510f1c2c834a486b,6,550,110,78.85109090909091,4.1909090909090905,2,Cows
11305281b50fff20ae8bb473f8e11876,7,689,35,241.45971428571423,4.314285714285714,2,Cows
113e3a788b935f48aad63e1c41dac1bd,12,403,39,39.33128205128206,4.333333333333333,2,Cows
116ccb1a1604bc88e4d234a8c23f33de,7,293,61,50.193278688524586,4.639344262295082,2,Cows
11742f81550ac064cc9a40f67151d9ad,11,27,2,415.505,5.0,0,Opportunities
117cfc326c6d50da67ca858ff5c0c852,101,118,5,107.21599999999998,4.6,1,Dogs
11938fcc75f6902fea1d0a6f72b54a57,93,229,2,368.57000000000005,3.0,0,Opportunities
119c7f1a00ef43fad0e57604e76a747c,182,318,2,103.41,4.5,1,Dogs
119d1aef1b4144adba89163f6cd9f5d4,284,459,4,324.55999999999995,4.75,0,Opportunities
11bfa66332777660bd0640ee84d47006,6,356,76,73.79657894736843,3.8947368421052633,2,Cows
11d4c477d09821164bca4f70a2eae031,365,406,3,46.953333333333326,5.0,1,Dogs
11eac105f3f90a9b87b19c89d91e24f3,412,462,5,185.566,3.6,0,Opportunities
11fb6f6d341adbe19e81733701704635,3,21,3,532.2199999999999,5.0,0,Opportunities
120476eb7a04c149d14772edaf5d9bf2,19,46,4,629.9075,4.25,0,Opportunities
1284de4ae8aa26997e748c851557cf0e,315,474,3,515.6133333333333,2.6666666666666665,0,Opportunities
128639473a139ac0f3e5f5ade55873a5,11,473,527,41.57007590132817,4.191650853889943,2,Cows
128f9bfbe4c7d5185033914b1de3d39a,73,349,13,116.87461538461538,4.769230769230769,2,Cows
12a8eb0f8d1cd3270695bf2a99f55966,258,321,2,218.33499999999998,3.5,0,Opportunities
12b9676b00f60f3b700e83af21824c0e,2,539,133,225.01984962406007,4.541353383458647,2,Cows
12c2ed9cded6138cf0c75f525f565fc7,25,292,4,114.80000000000001,4.25,2,Cows
13074f016982ff2bd6c58ced8682f000,49,299,13,211.74307692307696,4.153846153846154,0,Opportunities
131fcb0a0c9a47bba4474aacff0f14b7,20,86,4,101.60249999999999,4.0,2,Cows
1336efc61c316ddf92c899eb817f7cae,13,583,74,95.59783783783786,4.0,2,Cows
134285d1f41da5c13a756ee8142c8a4e,12,80,3,551.21,3.3333333333333335,0,Opportunities
134a288e7de827ec5ec62e3ec9c3a295,345,485,9,111.55555555555556,4.777777777777778,1,Dogs
134b867a0f7f8bbe6abf10f91874891e,131,131,1,922.84,4.0,0,Opportunities
13511db12ac61e2f89c53b72a944a60b,10,128,6,177.32833333333335,3.5,2,Cows
1352e06ae67b410cdae0b2a22361167b,508,508,2,107.05,3.0,1,Dogs
1354d51653f645349064725ed204e85e,8,449,18,149.7061111111111,3.888888888888889,2,Cows
138dbe45fc62f1e244378131a6801526,5,114,49,45.93693877551022,4.081632653061225,2,Cows
139157dd4daa45c25b0807ffff348363,363,363,1,37.68,4.0,1,Dogs
13c2ed7698b3ca92dad49e849219da59,27,237,8,81.66125,4.375,2,Cows
13d058e4eeac2ce8217660b2f8a05812,39,473,22,211.24409090909086,4.181818181818182,2,Cows
13d95f0f6f73943d4ceffad0fc2cd32c,169,169,1,309.32,3.0,0,Opportunities
13dd308f81fea30cc670c656b2b46cc3,1,29,3,50.38,5.0,2,Cows
13e85aac53340018b40c2af68001b7e0,689,689,1,31.92,5.0,1,Dogs
13f57c12a00ed4610db646b913a7f5c6,117,338,7,117.30714285714285,4.857142857142857,1,Dogs
13fa2a6c6b9d0f43cb588d7c82117a12,335,445,9,524.3822222222223,4.111111111111111,0,Opportunities
141440cad9341e553f8401c574a2aa38,15,120,11,146.5018181818182,4.454545454545454,2,Cows
1430239a858e7682bbc43b20758af153,7,371,17,52.27294117647058,4.176470588235294,2,Cows
1444c08e64d55fb3c25f0f09c07ffcf2,123,123,1,2818.74,1.0,0,Opportunities
1464afc72f696af775557a821c2e253f,10,504,29,52.199310344827595,4.241379310344827,2,Cows
14a08204d03bb6b6bde8029f801ae0eb,8,166,28,104.84571428571431,3.892857142857143,2,Cows
14d7985702e72162bbf13b6beb74ab2b,11,516,37,122.89567567567566,4.324324324324325,2,Cows
14ee35374a7876217954b5fa08e50463,224,328,6,158.9633333333333,4.333333333333333,0,Opportunities
14f2b3587172b9db894c9bad8dab520b,46,161,2,165.03,2.5,0,Opportunities
152ee17e4c8aaf53dac99f3462e4999b,319,411,6,67.48833333333333,4.333333333333333,1,Dogs
154bdf805377afea75a3bd158e9eab10,57,57,1,109.72,1.0,1,Dogs
1554a68530182680ad5c8b042c3ab563,13,694,246,148.52662601626025,4.304878048780488,2,Cows
157c3e4b42f81ac4a44e8b1ca2fe9876,13,313,23,193.03608695652173,3.6956521739130435,2,Cows
1588ac4010787100dddef64568f0ae35,222,249,3,215.32333333333335,3.0,0,Opportunities
15aac934c58d886785ac1b17953ea898,64,313,25,200.78400000000002,4.24,2,Cows
15b3b1b81484422eb41df68ac87f1f50,277,277,1,56.04,1.0,1,Dogs
15cd6eefe58588619aaed41dfa6621b1,108,407,16,146.08562499999996,4.25,0,Opportunities
15ead3a5037a918ddb520dfe39a3d2b9,127,219,6,65.78666666666666,4.833333333333333,1,Dogs
15fa791d5e017f66402dc28c44480657,77,194,8,247.91125,4.25,0,Opportunities
160851d3ece7aa1a510f8d1a4bb8a8af,8,31,2,70.575,5.0,1,Dogs
16090f2ca825584b5a147ab24aa30c86,1,574,398,78.24658291457291,4.082914572864322,2,Cows
160e4f13fd3a64b1b86807be88b5ffb0,196,286,4,245.1125,4.25,0,Opportunities
164a5a8794e6d42e14f55e447b12a3bc,33,33,1,136.76,5.0,1,Dogs
165b1235e9e9942cb5fae67103576fb0,10,101,11,226.34545454545457,4.363636363636363,2,Cows
165fc07beebdcb6190fba8a06db2a449,14,387,50,408.74659999999994,3.8,2,Cows
1660ad786c27fd935378b6192a90b417,37,377,12,163.56000000000003,4.583333333333333,2,Cows
166e8f1381e09651983c38b1f6f91c11,373,400,2,54.5,5.0,1,Dogs
167fd940acebc789debd6eb418c46e38,85,271,5,235.69599999999997,3.0,0,Opportunities
1690cada046eb7e92c12f98b1f8a8167,18,134,10,199.291,4.9,2,Cows
16bdc8cefd0e32a6f0824d296c5ad14a,140,140,1,61.08,5.0,1,Dogs
1703bc09972dab9782e7a9194943b69f,45,45,1,356.11,5.0,0,Opportunities
1710c3aaa9c6b44ec3883ee0fe300e21,119,125,2,613.275,5.0,0,Opportunities
17306570e772e7718c92a562d33f5f1d,133,546,27,351.1944444444445,3.7777777777777777,0,Opportunities
173d56ffbd4c56cb80fc3615487d712b,9,11,2,198.805,5.0,0,Opportunities
1746c1ae87ac63d530c7c943d0ac42e2,259,259,1,252.35,5.0,0,Opportunities
1771297ac436903d1dd6b0e9279aa505,12,586,28,123.80107142857142,4.571428571428571,2,Cows
1782ce2db72c3dda627d5e7c898104e1,115,569,9,246.46333333333328,4.333333333333333,0,Opportunities
17908cf9b444ee34047cadd5c0f4a516,17,341,11,226.85545454545456,4.545454545454546,2,Cows
17998cf586426bf0f2c3726cb0a4b211,240,397,2,89.6,4.0,1,Dogs
179d859f51292aac5c10806a356f7af9,18,61,18,44.45944444444444,4.388888888888889,2,Cows
17a053fcb14bd219540cbde0df490be0,15,419,124,398.92298387096764,4.225806451612903,2,Cows
17ca9b9e9b9ef8fdb529001b49ebb50f,8,414,115,105.73226086956517,4.069565217391304,2,Cows
17e34d8224d27a541263c4c64b11a56b,9,558,247,241.90016194331977,4.238866396761134,2,Cows
17eea220a40cc0d2c0c5346379682398,333,349,3,317.32666666666665,3.6666666666666665,0,Opportunities
17f51e7198701186712e53a39c564617,24,571,56,1037.1098214285712,4.339285714285714,2,Cows
180c3376aff0e43dd5788709df48a843,237,383,5,944.594,4.4,0,Opportunities
1835b56ce799e6a4dc4eddc053f04066,3,357,417,111.8797362110313,3.643884892086331,2,Cows
1838dd9b8977065acf51d95e0053ea7a,27,397,62,63.92403225806453,4.370967741935484,2,Cows
184725737946a1a938bbbd1a9e978103,7,16,3,134.52333333333334,4.666666666666667,2,Cows
184a67a8f9f63234d3a92340bbdb727f,294,692,7,69.17428571428572,4.285714285714286,1,Dogs
186cdd1b2df32caa72cfb410bba768d3,23,110,6,268.28833333333336,5.0,0,Opportunities
189ca3538ce9f920cacf0f982cbe223b,22,68,4,120.4175,4.25,2,Cows
18a349e75d307f4b4cc646a691ed4216,2,373,109,87.47229357798162,3.5871559633027523,2,Cows
18e694e0e48ed6f7aa3f24aade5fd697,2,84,31,38.89580645161291,4.67741935483871,2,Cows
1900267e848ceeba8fa32d80c1a5f5a8,2,468,406,92.64790640394091,3.8288177339901477,2,Cows
191d55f7edb8524d525ed01b20fe32e8,223,274,3,270.93333333333334,2.3333333333333335,0,Opportunities
1927cdb9fa74f5270097f6250e8e8f34,22,22,1,178.92,5.0,0,Opportunities
19484c79cef6c062cb177aa4ef2fcc3c,26,26,1,212.06,1.0,0,Opportunities
1961c3e1272bfeceb05d0b78b5bbfdaf,10,31,2,348.005,4.5,0,Opportunities
1976a05ecf2996d6ffb7b5430e635fe7,350,550,8,273.8325,3.875,0,Opportunities
1987cd4be10fe09ee50454f9c354d1c6,179,324,14,224.57214285714284,4.357142857142857,0,Opportunities
